year,state,medInc
1989,North Carolina,26406
1989,North Dakota,25229
1989,Ohio,29021
1989,Oklahoma,23667
1989,Oregon,28529
1989,Pennsylvania,28690
1989,Rhode Island,30124
1989,South Carolina,23798
1989,South Dakota,24108
1989,Tennessee,22611
1989,Texas,25886
1989,Utah,30717
1989,Vermont,31295
1989,Virginia,34118
1989,Washington,31961
1989,West Virginia,21677
1989,Wisconsin,29123
1989,Wyoming,29521
1989,Totals,28906
1988,Alabama,19948
1988,Alaska,33103
1988,Arizona,26435
1988,Arkansas,20172
1988,California,30287
1988,Colorado,26214
1988,Connecticut,36213
1988,Delaware,30505
1988,Dist. of Col.,26741
1988,Florida,25406
1988,Georgia,26566
1988,Hawaii,33024
1988,Idaho,23450
1988,Illinois,29524
1988,Indiana,26293
1988,Iowa,24305
1988,Kansas,25566
1988,Kentucky,19907
1988,Louisiana,20497
1988,Maine,26402
1988,Maryland,36552
1988,Massachusetts,33213
1988,Michigan,29472
1988,Minnesota,29087
1988,Mississippi,18166
1988,Missouri,23443
1988,Montana,22231
1988,Nebraska,25159
1988,Nevada,27983
1988,New Hampshire,34625
1988,New Jersey,36287
1988,New Mexico,19296
1988,New York,28915
1988,North Carolina,24415
1988,North Dakota,24092
1988,Ohio,27740
1988,Oklahoma,23667
1988,Oregon,27748
1988,Pennsylvania,26742
1988,Rhode Island,29842
1988,South Carolina,25533
1988,South Dakota,22294
1988,Tennessee,20856
1988,Texas,24963
1988,Utah,26313
1988,Vermont,28988
1988,Virginia,32648
1988,Washington,32327
1988,West Virginia,19353
1988,Wisconsin,29575
1988,Wyoming,26419
1988,Totals,27225
1987,Alabama,19734
1987,Alaska,33233
1987,Arizona,26749
1987,Arkansas,18827
1987,California,30146
1987,Colorado,26476
1987,Connecticut,32862
1987,Delaware,29244
1987,Dist. of Col.,27455
1987,Florida,24489
1987,Georgia,26714
1987,Hawaii,35022
1987,Idaho,20755
1987,Illinois,27084
1987,Indiana,22519
1987,Iowa,22190
1987,Kansas,25583
1987,Kentucky,20673
1987,Louisiana,21349
1987,Maine,23600
1987,Maryland,34970
1987,Massachusetts,32241
1987,Michigan,27702
1987,Minnesota,28082
1987,Mississippi,18513
1987,Missouri,23720
1987,Montana,20474
1987,Nebraska,23268
1987,Nevada,26878
1987,New Hampshire,32338
1987,New Jersey,34241
1987,New Mexico,20758
1987,New York,26384
1987,North Carolina,22760
1987,North Dakota,22576
1987,Ohio,25773
1987,Oklahoma,21691
1987,Oregon,25038
1987,Pennsylvania,25424
1987,Rhode Island,28292
1987,South Carolina,25049
1987,South Dakota,21151
1987,Tennessee,21179
1987,Texas,24721
1987,Utah,26529
1987,Vermont,25415
1987,Virginia,29996
1987,Washington,27319
1987,West Virginia,17207
1987,Wisconsin,26369
1987,Wyoming,27590
1987,Totals,26061
1986,Alabama,19132
1986,Alaska,31356
1986,Arizona,25500
1986,Arkansas,18730
1986,California,29010
1986,Colorado,27192
1986,Connecticut,32721
1986,Delaware,25626
1986,Dist. of Col.,24322
1986,Florida,22849
1986,Georgia,24370
1986,Hawaii,29003
1986,Idaho,20749
1986,Illinois,26511
1986,Indiana,22728
1986,Iowa,22459
1986,Kansas,23926
1986,Kentucky,19874
1986,Louisiana,20890
1986,Maine,23424
1986,Maryland,30604
1986,Massachusetts,30339
1986,Michigan,26605
1986,Minnesota,26443
1986,Mississippi,16513
1986,Missouri,21925
1986,Montana,20328
1986,Nebraska,21772
1986,Nevada,26217
1986,New Hampshire,30548
1986,New Jersey,31715
1986,New Mexico,19845
1986,New York,25025
1986,North Carolina,21861
1986,North Dakota,21508
1986,Ohio,25115
1986,Oklahoma,20948
1986,Oregon,24773
1986,Pennsylvania,23807
1986,Rhode Island,26540
1986,South Carolina,21968
1986,South Dakota,19898
1986,Tennessee,18256
1986,Texas,24162
1986,Utah,26281
1986,Vermont,24599
1986,Virginia,29715
1986,Washington,26881
1986,West Virginia,16464
1986,Wisconsin,26430
1986,Wyoming,23559
1986,Totals,24897
1985,Alabama,18333
1985,Alaska,34782
1985,Arizona,23877
1985,Arkansas,17451
1985,California,26981
1985,Colorado,28182
1985,Connecticut,31090
1985,Delaware,22980
1985,Dist. of Col.,21076
1985,Florida,21343
1985,Georgia,21049
1985,Hawaii,28961
1985,Idaho,20761
1985,Illinois,24870
1985,Indiana,22675
1985,Iowa,20927
1985,Kansas,22788
1985,Kentucky,17361
1985,Louisiana,21179
1985,Maine,20519
1985,Maryland,30136
1985,Massachusetts,28207
1985,Michigan,24242
1985,Minnesota,23856
1985,Mississippi,16413
1985,Missouri,21939
1985,Montana,20236
1985,Nebraska,21799
1985,Nevada,23274
1985,New Hampshire,26403
1985,New Jersey,30980
1985,New Mexico,20423
1985,New York,23639
1985,North Carolina,21451
1985,North Dakota,21205
1985,Ohio,25174
1985,Oklahoma,21205
1985,Oregon,21894
1985,Pennsylvania,22877
1985,Rhode Island,24625
1985,South Carolina,20036
1985,South Dakota,18142
1985,Tennessee,17778
1985,Texas,23743
1985,Utah,25238
1985,Vermont,26000
1985,Virginia,28429
1985,Washington,24000
1985,West Virginia,15983
1985,Wisconsin,23246
1985,Wyoming,22081
1985,Totals,23618
1984,Alabama,17310
1984,Alaska,32356
1984,Arizona,21425
1984,Arkansas,15674
1984,California,25287
1984,Colorado,25801
1984,Connecticut,29951
1984,Delaware,25819
1984,Dist. of Col.,20408
1984,Florida,19785
1984,Georgia,19984
1984,Hawaii,28877
1984,Idaho,21092
1984,Illinois,23752
1984,Indiana,22770
1984,Iowa,19863
1984,Kansas,24629
1984,Kentucky,17680
1984,Louisiana,18949
1984,Maine,20648
1984,Maryland,29708
1984,Massachusetts,26959
1984,Michigan,22965
1984,Minnesota,24436
1984,Mississippi,15430
1984,Missouri,20775
1984,Montana,19536
1984,Nebraska,21397
1984,Nevada,25776
1984,New Hampshire,25914
1984,New Jersey,27776
1984,New Mexico,20630
1984,New York,22027
1984,North Carolina,20569
1984,North Dakota,20771
1984,Ohio,23123
1984,Oklahoma,21148
1984,Oregon,21399
1984,Pennsylvania,20346
1984,Rhode Island,21612
1984,South Carolina,20309
1984,South Dakota,19409
1984,Tennessee,16782
1984,Texas,23024
1984,Utah,23057
1984,Vermont,22578
1984,Virginia,26525
1984,Washington,25017
1984,West Virginia,16843
1984,Wisconsin,20743
1984,Wyoming,23816
1984,Totals,22415
